Id;Número provisional DEA;Código DEA;Referencia externa;Propuesta de denominación;Tipo de establecimiento;Titularidad;Titularidad del local;Uso del local;Observaciones origen;Tipo de vía;Nombre de la vía;Número de la vía;Complemento de dirección;Código postal;Ciudad;Código ciudad;Distrito;Planta;Ubicación específica;Instrucciones de acceso;Comentarios públicos;Coordenadas-Latitud (norte);Coordenadas-Longitud (oeste, por lo tanto, negativa);Precisión coordenadas;Horario de apertura del establecimiento;Hora de APERTURA de lunes a viernes;Hora de CIERRE de lunes a viernes;Hora de APERTURA los sábados;Hora de CIERRE los sábados;Hora de APERTURA los domingos;Hora de CIERRE los domingos;¿Tiene vigilante 24 horas al día que pueda facilitar el desfibrilador en caso necesario aunque esté cerrado?;Acceso restringido;Festivos como día laborable;Cerrado en festivos;Cerrado en agosto;Excepciones horario;Nombre;Correo electrónico;Teléfono;Teléfono alternativo;Organización;Cargo;Departamento;Observaciones contacto;Notas responsable;Foto 1;Foto 2;Foto 3;Foto 4;Foto 5;Foto 6;Estado;Requiere atención;Motivo atención;Notas de validación;Notas internas;Fecha publicación
1;1234;;HOSP-2025-001;Hospital General de Madrid;Hospital;Pública;Comunidad de Madrid;Sanitario;Importación masiva enero 2025;Calle;Mayor;14;Edificio A;28001;Madrid;079;Centro;Planta 3;Sala de emergencias;Por entrada principal del hospital, ascensor A hasta planta 3, girar a la derecha al salir. Frente a recepción de urgencias. Requiere tarjeta de acceso fuera de horario de visitas.;Instalado en diciembre 2024. Revisado y operativo.;40.416775;-3.703790;GPS;Abierto 24 horas, 365 días al año;0:00;23:59;0:00;23:59;0:00;23:59;Sí;No;Sí;No;No;;Dr. Juan García López;emergencias@hospitalmadrid.es;+34 912345678;+34 612345678;Hospital General de Madrid;Director de Urgencias;Servicio de Urgencias;Disponible 24/7 en teléfono de guardia;Contactar directamente en caso de emergencia;https://sharepoint.hospital.com/deas/hosp-001-front.jpg;https://sharepoint.hospital.com/deas/hosp-001-location.jpg;https://sharepoint.hospital.com/deas/hosp-001-access.jpg;;;PUBLISHED;No;;Verificado in situ el 10/01/2025. Coordenadas validadas con GPS profesional.;Personal formado en uso del DEA. Mantenimiento al día.;2025-01-15T00:00:00
2;1235;;FARM-2025-002;Farmacia García y Asociados;Farmacia;Privada;Particular;Comercial;Formulario web;Avenida;Gran Vía;45;;28013;Madrid;079;Centro;;Entrada principal, junto al mostrador;Entrada por puerta principal, dispositivo visible en pared derecha. Al lado del mostrador de farmacia. Visible desde la calle. Disponible en horario de apertura.;Instalado en 2023.;40.420029;-3.705900;Google Maps;Lunes a viernes de 9:00 a 21:00. Sábados de 10:00 a 14:00. Domingos cerrado.;9:00;21:00;10:00;14:00;Cerrado;Cerrado;No;No;No;Sí;Sí;Cerrado del 15 al 31 de agosto;María García Sánchez;info@farmaciagarcia.com;+34 913456789;+34 623456789;Farmacia García y Asociados;Farmacéutica Titular;Atención al Cliente;Disponible en horario comercial;Contacto preferiblemente por email;https://photos.farmacia.com/img1.jpg;https://photos.farmacia.com/img2.jpg;;;;DRAFT;No;;Pendiente validación de dirección;;
3;1236;;CC-2025-003;Centro Comercial Plaza Mayor;Centro comercial;Privada;Empresa privada;Comercial;API externa;Plaza;Mayor;1;;28012;Madrid;079;Centro;Planta Baja;Zona de restauración, junto a información;Acceder por cualquier entrada principal, dirigirse a zona de restauración en planta baja. Junto al mostrador de información. Ubicado en zona de acceso público. Acceso libre en horario de apertura.;DEA de nueva instalación enero 2025.;40.415363;-3.707398;GPS;Lunes a domingo de 10:00 a 22:00;10:00;22:00;10:00;22:00;10:00;22:00;Sí;No;Sí;No;No;Cerrado 1 y 6 de enero, 25 de diciembre;Pedro Martínez Ruiz;seguridad@ccplazamayor.com;+34 915678901;;Centro Comercial Plaza Mayor S.A.;Jefe de Seguridad;Seguridad y Vigilancia;Disponible de 8:00 a 23:00;En caso de emergencia contactar con seguridad del centro;https://cc-images.com/dea-principal.jpg;https://cc-images.com/dea-ubicacion.jpg;https://cc-images.com/dea-senalizacion.jpg;;;PENDING_REVIEW;Sí;Pendiente verificación de coordenadas exactas;Instalación reciente, pendiente de revisión inicial;;
4;1237;;POL-2025-004;Polideportivo Municipal Norte - Pista 1;Polideportivo;Pública;Ayuntamiento de Madrid;Deportivo;Sistema municipal;Calle;Bravo Murillo;150;;28020;Madrid;079;Tetuán;Planta Baja;Pista cubierta 1, junto a botiquín de pista;Acceder por recepción principal, atravesar vestíbulo hacia las pistas cubiertas, primera pista a la izquierda. Junto a botiquín de emergencias de pista 1. Zona de pistas cubiertas. Acceso en horario de apertura del polideportivo.;Primer DEA instalado en el complejo.;40.451234;-3.698765;GPS;Lunes a viernes de 7:00 a 23:00. Sábados y domingos de 8:00 a 21:00;7:00;23:00;8:00;21:00;8:00;21:00;No;No;No;Sí;Sí;Cerrado del 1 al 31 de agosto. Horario especial Navidad.;Carlos Fernández Torres;deportes@madrid.es;+34 914567890;+34 687654321;Ayuntamiento de Madrid - Área de Deportes;Coordinador Instalaciones Deportivas;Deportes;Disponible en horario de oficina (9-17h);Contactar con antelación para visitas;https://deportes.madrid.es/imagenes/pol-norte-pista1-front.jpg;https://deportes.madrid.es/imagenes/pol-norte-pista1-location.jpg;;;;PUBLISHED;No;;Verificado por técnico municipal el 05/01/2025;Instalación conforme a normativa. Personal del polideportivo formado.;2025-01-10T00:00:00
5;1238;;POL-2025-005;Polideportivo Municipal Norte - Pista 5;Polideportivo;Pública;Ayuntamiento de Madrid;Deportivo;Sistema municipal;Calle;Bravo Murillo;150;;28020;Madrid;079;Tetuán;Planta Baja;Pista cubierta 5, junto a botiquín de pista;Acceder por recepción principal, atravesar vestíbulo hacia las pistas cubiertas, última pista al fondo. Junto a botiquín de emergencias de pista 5. Zona de pistas cubiertas. Acceso en horario de apertura del polideportivo.;Segundo DEA instalado en el complejo.;40.451234;-3.698765;GPS;Lunes a viernes de 7:00 a 23:00. Sábados y domingos de 8:00 a 21:00;7:00;23:00;8:00;21:00;8:00;21:00;No;No;No;Sí;Sí;Cerrado del 1 al 31 de agosto. Horario especial Navidad.;Carlos Fernández Torres;deportes@madrid.es;+34 914567890;+34 687654321;Ayuntamiento de Madrid - Área de Deportes;Coordinador Instalaciones Deportivas;Deportes;Disponible en horario de oficina (9-17h);Contactar con antelación para visitas;https://deportes.madrid.es/imagenes/pol-norte-pista5-front.jpg;https://deportes.madrid.es/imagenes/pol-norte-pista5-location.jpg;;;;PUBLISHED;No;;Verificado por técnico municipal el 05/01/2025;Instalación conforme a normativa. Personal del polideportivo formado.;2025-01-10T00:00:00
6;1239;;POL-2025-006;Polideportivo Municipal Norte - Botiquín Principal;Polideportivo;Pública;Ayuntamiento de Madrid;Deportivo;Sistema municipal;Calle;Bravo Murillo;150;;28020;Madrid;079;Tetuán;Planta 1;Botiquín principal, zona administrativa;Acceder por recepción, subir escaleras o ascensor a planta 1, girar a la derecha hacia zona administrativa. Junto a sala de primeros auxilios. Zona administrativa primera planta. Solicitar acceso en recepción.;Tercer DEA instalado en el complejo.;40.451234;-3.698765;GPS;Lunes a viernes de 7:00 a 23:00. Sábados y domingos de 8:00 a 21:00;7:00;23:00;8:00;21:00;8:00;21:00;No;Sí;No;Sí;Sí;Cerrado del 1 al 31 de agosto. Horario especial Navidad.;Carlos Fernández Torres;deportes@madrid.es;+34 914567890;+34 687654321;Ayuntamiento de Madrid - Área de Deportes;Coordinador Instalaciones Deportivas;Deportes;Disponible en horario de oficina (9-17h);Solicitar acceso en recepción;https://deportes.madrid.es/imagenes/pol-norte-botiquin-front.jpg;https://deportes.madrid.es/imagenes/pol-norte-botiquin-location.jpg;;;;PUBLISHED;No;;Verificado por técnico municipal el 05/01/2025;Acceso restringido para evitar uso inadecuado. Personal autorizado formado.;2025-01-10T00:00:00
7;1240;;CS-2025-007;Centro de Salud Vallecas;Centro de salud;Pública;Comunidad de Madrid;Sanitario;Importación desde sistema Comunidad;Calle;Sierra de Albarracín;12;;28053;Madrid;079;Villa de Vallecas;Planta Baja;Recepción principal;Entrada principal del centro, dispositivo en pared junto a mostrador de admisión. Frente a la entrada principal. Accesible para todo el público. Disponible en horario de apertura del centro.;Renovado en 2024.;40.373456;-3.612345;GPS;Lunes a viernes de 8:00 a 20:00. Urgencias 24h.;8:00;20:00;Cerrado;Cerrado;Cerrado;Cerrado;Sí;No;No;Sí;No;Urgencias disponibles 24h todos los días;Dra. Ana Martín Pérez;centrosalud.vallecas@salud.madrid.org;+34 917890123;+34 917890124;Servicio Madrileño de Salud;Directora del Centro;Dirección;Horario administrativo de 9 a 14h;Emergencias: contactar con urgencias del centro;https://salud.madrid.org/imagenes/cs-vallecas-dea1.jpg;https://salud.madrid.org/imagenes/cs-vallecas-dea2.jpg;;;;PUBLISHED;No;;Verificado por Inspección Sanitaria el 20/12/2024;Dispositivo en perfecto estado. Personal sanitario entrenado.;2024-12-20T00:00:00
8;1241;;ADM-2025-008;Edificio Administrativo - Planta 2;Edificio administrativo;Pública;Ayuntamiento de Madrid;Administrativo;Formulario interno;Paseo;Castellana;50;;28046;Madrid;079;Chamartín;Planta 2;Pasillo central, junto a ascensores;Acceder por entrada principal, mostrar identificación en seguridad, ascensor hasta planta 2. Junto a los ascensores principales. Zona de circulación pública. Requiere identificación para acceder al edificio.;Nueva instalación 2025.;40.448765;-3.688123;GPS;Lunes a viernes de 8:00 a 15:00. Sábados, domingos y festivos cerrado.;8:00;15:00;Cerrado;Cerrado;Cerrado;Cerrado;No;Sí;No;Sí;Sí;Cerrado del 15 al 31 de agosto y periodo navideño;Luis Gómez Ruiz;administracion@madrid.es;+34 912223344;;Ayuntamiento de Madrid;Responsable de Prevención;Prevención de Riesgos Laborales;Horario de oficina de lunes a viernes;;https://admin.madrid.es/edificios/cast-50-p2-dea.jpg;;;;;DRAFT;Sí;Coordenadas pendientes de verificación exacta con GPS profesional;Pendiente inspección inicial;;
9;1242;;ADM-2025-009;Edificio Administrativo - Planta 5;Edificio administrativo;Pública;Ayuntamiento de Madrid;Administrativo;Formulario interno;Paseo;Castellana;50;;28046;Madrid;079;Chamartín;Planta 5;Pasillo central, junto a ascensores;Acceder por entrada principal, mostrar identificación en seguridad, ascensor hasta planta 5. Junto a los ascensores principales. Zona de circulación pública. Requiere identificación para acceder al edificio.;Nueva instalación 2025.;40.448765;-3.688123;GPS;Lunes a viernes de 8:00 a 15:00. Sábados, domingos y festivos cerrado.;8:00;15:00;Cerrado;Cerrado;Cerrado;Cerrado;No;Sí;No;Sí;Sí;Cerrado del 15 al 31 de agosto y periodo navideño;Luis Gómez Ruiz;administracion@madrid.es;+34 912223344;;Ayuntamiento de Madrid;Responsable de Prevención;Prevención de Riesgos Laborales;Horario de oficina de lunes a viernes;;https://admin.madrid.es/edificios/cast-50-p5-dea.jpg;;;;;DRAFT;Sí;Coordenadas pendientes de verificación exacta con GPS profesional;Pendiente inspección inicial;;
10;;;EXT-LEGACY-001;Hotel Princesa Plaza;Hotel;Privada;Empresa privada;Hostelería;Migración desde sistema legacy;Calle;Princesa;25;;28008;Madrid;079;Moncloa-Aravaca;Planta Baja;Recepción, detrás del mostrador;Entrada principal del hotel, dispositivo detrás del mostrador de recepción. Visible desde lobby principal. Acceso controlado por personal del hotel. Solo personal autorizado.;Datos migrados desde sistema antiguo sin coordenadas exactas.;40.428765;;Aproximada - Sin coordenadas exactas;Abierto 24 horas;0:00;23:59;0:00;23:59;0:00;23:59;Sí;Sí;Sí;No;No;;Miguel Ángel Ruiz;recepcion@hotelprincesa.com;+34 915556677;+34 915556678;Hotel Princesa Plaza S.L.;Director del Hotel;Dirección;Disponible 24/7 en recepción;Contactar con recepción en cualquier momento;;;;;;;;PENDING_REVIEW;Sí;Sin coordenadas GPS. Requiere visita para validar ubicación exacta y tomar coordenadas.;Migrado desde sistema legacy. Requiere validación completa de datos.;Prioridad alta: obtener coordenadas GPS precisas mediante visita de campo.
